synonyms,species,dataset
Ptilotula_penicillata,Lichenostomus_penicillatus,D16.1
Meliphaga_cinereifrons,Meliphaga_gracilis,D16.1
Meliphaga_fordiana,Meliphaga_albilineata,D16.1
Calamanthus_pyrrhopygius,Hylacola_pyrrhopygia,D16.1
Calamanthus_montanellus,Calamanthus_campestris,D16.1
Philesturnus_rufusater,Philesturnus_carunculatus,D16.1
Ptilorrhoa_geislerorum,Ptilorrhoa_caerulescens,D16.1
Cinclosoma_alisteri,Cinclosoma_cinnamomeum,D16.1
Cinclosoma_marginatum,Cinclosoma_castaneothorax,D16.1
Batis_reichenowi,Batis_capensis,D16.1
Batis_erlangeri,Batis_minor,D16.1
Platysteira_hormophora,Platysteira_castanea,D16.1
Tephrodornis_sylvicola,Tephrodornis_gularis,D16.1
Tephrodornis_affinis,Tephrodornis_pondicerianus,D16.1
Bocagia_minuta,Tchagra_minutus,D16.1
Laniarius_major,Laniarius_aethiopicus,D16.1
Laniarius_sublacteus,Laniarius_aethiopicus,D16.1
Coracina_dobsoni,Coracina_striata,D16.1
Coracina_ingens,Coracina_papuensis,D16.1
Coracina_cucullata,Coracina_cinerea,D16.1
Coracina_monacha,Coracina_tenuirostris,D16.1
Coracina_nesiotis,Coracina_tenuirostris,D16.1
Coracina_insperata,Coracina_tenuirostris,D16.1
Coracina_remota,Coracina_tenuirostris,D16.1
Lalage_conjuncta,Lalage_leucomela,D16.1
Pericrocotus_albifrons,Pericrocotus_erythropygius,D16.1
Pericrocotus_speciosus,Pericrocotus_flammeus,D16.1
Daphoenositta_papuensis,Daphoenositta_chrysoptera,D16.1
Coracornis_sanghirensis,Colluricincla_megarhyncha,D16.1
Pachycephala_citreogaster,Pachycephala_pectoralis,D16.1
Pachycephala_orioloides,Pachycephala_pectoralis,D16.1
Pachycephala_feminina,Pachycephala_pectoralis,D16.1
Pachycephala_chlorura,Pachycephala_caledonica,D16.1
Lanius_phoenicuroides,Lanius_isabellinus,D16.1
Lanius_pallidirostris,Lanius_meridionalis,D16.1
Lanius_humeralis,Lanius_collaris,D16.1
Oriolus_decipiens,Oriolus_bouroensis,D16.1
Oriolus_kundoo,Oriolus_oriolus,D16.1
Dicrurus_menagei,Dicrurus_bracteatus,D16.1
Dicrurus_lophorinus,Dicrurus_paradiseus,D16.1
Rhipidura_samarensis,Rhipidura_superciliaris,D16.1
Rhipidura_sauli,Rhipidura_cyaniceps,D16.1
Rhipidura_albiventris,Rhipidura_cyaniceps,D16.1
Rhipidura_albogularis,Rhipidura_albicollis,D16.1
Rhipidura_nigritorquis,Rhipidura_javanica,D16.1
Rhipidura_dryas,Rhipidura_rufifrons,D16.1
Symposiachrus_guttula,Monarcha_guttula,D16.1
Symposiachrus_bimaculatus,Monarcha_trivirgatus,D16.1
Arses_lorealis,Arses_telescophthalmus,D16.1
Myiagra_nana,Myiagra_inquieta,D16.1
Aphelocoma_wollweberi,Aphelocoma_ultramarina,D16.1
Aphelocoma_woodhouseii,Aphelocoma_californica,D16.1
Cyanopica_cooki,Cyanopica_cyanus,D16.1
Cissa_jefferyi,Cissa_thalassina,D16.1
Dendrocitta_cinerascens,Dendrocitta_occipitalis,D16.1
Nucifraga_multipunctata,Nucifraga_caryocatactes,D16.1
Corvus_violaceus,Corvus_enca,D16.1
Corvus_cornix,Corvus_corone,D16.1
Corvus_insularis,Corvus_orru,D16.1
Megalampitta_gigantea,Melampitta_gigantea,D16.1
Parotia_berlepschi,Parotia_carolae,D16.1
Poecile_hyrcanus,Parus_lugubris,D16.1
Poecile_weigoldicus,Parus_montanus,D16.1
Machlolophus_nuchalis,Parus_nuchalis,D16.1
Machlolophus_holsti,Parus_holsti,D16.1
Machlolophus_xanthogenys,Parus_xanthogenys,D16.1
Machlolophus_aplonotus,Parus_xanthogenys,D16.1
Machlolophus_spilonotus,Parus_spilonotus,D16.1
Melaniparus_guineensis,Parus_guineensis,D16.1
Melaniparus_pallidiventris,Parus_rufiventris,D16.1
Melaniparus_fringillinus,Parus_fringillinus,D16.1
Eremopterix_hova,Mirafra_hova,D16.1
Spizocorys_fremantlii,Pseudalaemon_fremantlii,D16.1
Alauda_leucoptera,Melanocorypha_leucoptera,D16.1
Galerida_macrorhyncha,Galerida_cristata,D16.1
Alaudala_athensis,Calandrella_somalica,D16.1
Alaudala_cheleensis,Calandrella_cheleensis,D16.1
Alaudala_somalica,Calandrella_somalica,D16.1
Alaudala_rufescens,Calandrella_rufescens,D16.1
Alaudala_raytal,Calandrella_raytal,D16.1
Pycnonotus_fuscoflavescens,Pycnonotus_atriceps,D16.1
Pycnonotus_dispar,Pycnonotus_melanicterus,D16.1
Pycnonotus_gularis,Pycnonotus_melanicterus,D16.1
Pycnonotus_montis,Pycnonotus_melanicterus,D16.1
Pycnonotus_somaliensis,Pycnonotus_barbatus,D16.1
Pycnonotus_dodsoni,Pycnonotus_barbatus,D16.1
Pycnonotus_tricolor,Pycnonotus_barbatus,D16.1
Pycnonotus_cinereifrons,Pycnonotus_plumosus,D16.1
Arizelocichla_kakamegae,Andropadus_masukuensis,D16.1
Arizelocichla_kikuyuensis,Andropadus_nigriceps,D16.1
Arizelocichla_neumanni,Andropadus_nigriceps,D16.1
Arizelocichla_fusciceps,Andropadus_nigriceps,D16.1
Arizelocichla_chlorigula,Chlorocichla_flavicollis,D16.1
Arizelocichla_olivaceiceps,Andropadus_milanjensis,D16.1
Arizelocichla_striifacies,Andropadus_milanjensis,D16.1
Phyllastrephus_placidus,Phyllastrephus_cabanisi,D16.1
Phyllastrephus_alfredi,Phyllastrephus_flavostriatus,D16.1
Phyllastrephus_albigula,Phyllastrephus_debilis,D16.1
Alophoixus_frater,Alophoixus_bres,D16.1
Thapsinillas_longirostris,Alophoixus_affinis,D16.1
Thapsinillas_mysticalis,Alophoixus_affinis,D16.1
Hemixos_cinereus,Hemixos_flavala,D16.1
Hypsipetes_moheliensis,Hypsipetes_parvirostris,D16.1
Hypsipetes_mindorensis,Ixos_philippinus,D16.1
Hypsipetes_guimarasensis,Ixos_philippinus,D16.1
Riparia_chinensis,Riparia_paludicola,D16.1
Riparia_diluta,Riparia_riparia,D16.1
Cecropis_hyperythra,Hirundo_daurica,D16.1
Cecropis_domicella,Hirundo_daurica,D16.1
Cecropis_badia,Hirundo_striolata,D16.1
Horornis_borealis,Cettia_canturians,D16.1
Horornis_haddeni,Cettia_haddeni,D16.1
Horornis_brunnescens,Cettia_brunnescens,D16.1
Aegithalos_glaucogularis,Aegithalos_caudatus,D16.1
Aegithalos_bonvaloti,Aegithalos_iouschistos,D16.1
Aegithalos_sharpei,Aegithalos_iouschistos,D16.1
Phylloscopus_xanthodryas,Phylloscopus_borealis,D16.1
Phylloscopus_plumbeitarsus,Phylloscopus_trochiloides,D16.1
Phylloscopus_nigrorum,Phylloscopus_trivirgatus,D16.1
Iduna_opaca,Hippolais_opaca,D16.1
Megalurus_macrurus,Megalurus_timoriensis,D16.1
Xanthomixis_tenebrosa,Bernieria_tenebrosa,D16.1
Cisticola_emini,Cisticola_aberrans,D16.1
Cisticola_distinctus,Cisticola_lais,D16.1
Cisticola_marginatus,Cisticola_galactotes,D16.1
Cisticola_haematocephalus,Cisticola_galactotes,D16.1
Cisticola_lugubris,Cisticola_galactotes,D16.1
Cisticola_luapula,Cisticola_galactotes,D16.1
Prinia_superciliaris,Prinia_atrogularis,D16.1
Apalis_kaboboensis,Apalis_porphyrolaema,D16.1
Camaroptera_brevicaudata,Camaroptera_brachyura,D16.1
Camaroptera_harterti,Camaroptera_brachyura,D16.1
Orthotomus_chloronotus,Orthotomus_atrogularis,D16.1
Laticilla_cinerascens,Prinia_burnesii,D16.1
Graminicola_striatus,Graminicola_bengalensis,D16.1
Turdoides_huttoni,Turdoides_caudata,D16.1
Babax_woodi,Babax_lanceolatus,D16.1
Garrulax_treacheri,Garrulax_mitratus,D16.1
Trochalopteron_cachinnans,Strophocincla_cachinnans,D16.1
Trochalopteron_fairbanki,Strophocincla_fairbanki,D16.1
Trochalopteron_imbricatum,Garrulax_imbricatus,D16.1
Liocichla_ripponi,Liocichla_phoenicea,D16.1
Pseudoalcippe_atriceps,Pseudoalcippe_abyssinica,D16.1
Sylvia_crassirostris,Sylvia_hortensis,D16.1
Sylvia_deserti,Sylvia_nana,D16.1
Sylvia_balearica,Sylvia_sarda,D16.1
Psittiparus_bakeri,Paradoxornis_ruficeps,D16.1
Psittiparus_margaritae,Paradoxornis_margaritae,D16.1
Paradoxornis_polivanovi,Paradoxornis_heudei,D16.1
Dasycrotapha_pygmaea,Stachyris_plateni,D16.1
Zosterops_albogularis_������,Zosterops_albogularis,D16.1
Zosterops_virens,Zosterops_pallidus,D16.1
Zosterops_kikuyuensis,Zosterops_poliogastrus,D16.1
Zosterops_silvanus,Zosterops_senegalensis,D16.1
Zosterops_mauritianus,Zosterops_borbonicus,D16.1
Zosterops_feae,Zosterops_ficedulinus,D16.1
Zosterops_kirki,Zosterops_maderaspatanus,D16.1
Campylorhynchus_humilis,Campylorhynchus_rufinucha,D16.1
Campylorhynchus_capistratus,Campylorhynchus_rufinucha,D16.1
Troglodytes_hiemalis,Troglodytes_troglodytes,D16.1
Troglodytes_pacificus,Troglodytes_troglodytes,D16.1
Polioptila_facilis,Polioptila_guianensis,D16.1
Polioptila_paraensis,Polioptila_guianensis,D16.1
Sitta_arctica,Sitta_europaea,D16.1
Sitta_cinnamoventris,Sitta_castanea,D16.1
Sitta_neglecta,Sitta_castanea,D16.1
Sitta_przewalskii,Sitta_leucopsis,D16.1
Salpornis_salvadori,Salpornis_spilonotus,D16.1
Aplonis_circumscripta,Aplonis_metallica,D16.1
Gracula_robusta,Gracula_religiosa,D16.1
Gracula_enganensis,Gracula_religiosa,D16.1
Acridotheres_javanicus,Acridotheres_fuscus,D16.1
Sturnia_blythii,Sturnus_malabaricus,D16.1
Geokichla_camaronensis,Zoothera_camaronensis,D16.1
Zoothera_heinrichi,Geomalia_heinrichi,D16.1
Turdus_litsitsirupa,Psophocichla_litsitsirupa,D16.1
Turdus_maximus,Turdus_merula,D16.1
Turdus_eremita,Nesocichla_eremita,D16.1
Cercotrichas_coryphoeus,Erythropygia_coryphaeus,D16.1
Copsychus_fulicatus,Saxicoloides_fulicatus,D16.1
Copsychus_pyrropygus,Trichixos_pyrropygus,D16.1
Melaenornis_pallidus,Bradornis_pallidus,D16.1
Melaenornis_infuscatus,Bradornis_infuscatus,D16.1
Melaenornis_microrhynchus,Bradornis_microrhynchus,D16.1
Melaenornis_mariquensis,Bradornis_mariquensis,D16.1
Melaenornis_silens,Sigelus_silens,D16.1
Muscicapa_williamsoni,Muscicapa_dauurica,D16.1
Anthipes_unicolor,Cyornis_unicolor,D16.1
Anthipes_poliogenys,Cyornis_poliogenys,D16.1
Anthipes_banyumas,Cyornis_banyumas,D16.1
Anthipes_magnirostris,Cyornis_magnirostris,D16.1
Anthipes_lemprieri,Cyornis_lemprieri,D16.1
Anthipes_tickelliae,Cyornis_tickelliae,D16.1
Anthipes_caerulatus,Cyornis_caerulatus,D16.1
Anthipes_superbus,Cyornis_superbus,D16.1
Anthipes_rubeculoides,Cyornis_rubeculoides,D16.1
Anthipes_glaucicomans,Cyornis_rubeculoides,D16.1
Anthipes_turcosus,Cyornis_turcosus,D16.1
Anthipes_rufigastra,Cyornis_rufigastra,D16.1
Anthipes_djampeanus,Cyornis_omissus,D16.1
Anthipes_omissus,Cyornis_omissus,D16.1
Anthipes_hyacinthinus,Cyornis_hyacinthinus,D16.1
Anthipes_hoevelli,Cyornis_hoevelli,D16.1
Anthipes_sanfordi,Cyornis_sanfordi,D16.1
Anthipes_concretus,Cyornis_concretus,D16.1
Anthipes_oscillans,Rhinomyias_oscillans,D16.1
Anthipes_brunneatus,Rhinomyias_brunneatus,D16.1
Anthipes_nicobaricus,Rhinomyias_brunneatus,D16.1
Anthipes_olivaceus,Rhinomyias_olivaceus,D16.1
Anthipes_umbratilis,Rhinomyias_umbratilis,D16.1
Anthipes_ruficauda,Rhinomyias_ruficauda,D16.1
Anthipes_colonus,Rhinomyias_colonus,D16.1
Cyanoptila_cumatilis,Cyanoptila_cyanomelana,D16.1
Eumyias_additus,Rhinomyias_additus,D16.1
Cossypha_ansorgei,Xenocopsychus_ansorgei,D16.1
Vauriella_gularis,Rhinomyias_gularis,D16.1
Vauriella_albigularis,Rhinomyias_albigularis,D16.1
Vauriella_insignis,Rhinomyias_insignis,D16.1
Vauriella_goodfellowi,Rhinomyias_goodfellowi,D16.1
Larvivora_brunnea,Luscinia_brunnea,D16.1
Larvivora_cyane,Luscinia_cyane,D16.1
Larvivora_sibilans,Luscinia_sibilans,D16.1
Larvivora_komadori,Erithacus_komadori,D16.1
Larvivora_akahige,Erithacus_akahige,D16.1
Larvivora_ruficeps,Luscinia_ruficeps,D16.1
Luscinia_phoenicuroides,Hodgsonius_phaenicuroides,D16.1
Calliope_pectoralis,Luscinia_pectoralis,D16.1
Calliope_calliope,Luscinia_calliope,D16.1
Calliope_pectardens,Luscinia_pectardens,D16.1
Calliope_obscura,Luscinia_obscura,D16.1
Tarsiger_rufilatus,Tarsiger_cyanurus,D16.1
Enicurus_borneensis,Enicurus_leschenaulti,D16.1
Ficedula_speculigera,Ficedula_hypoleuca,D16.1
Ficedula_elisae,Ficedula_narcissina,D16.1
Ficedula_riedeli,Ficedula_dumetoria,D16.1
Phoenicurus_coeruleocephala,Phoenicurus_caeruleocephala,D16.1
Phoenicurus_fuliginosus,Rhyacornis_fuliginosa,D16.1
Phoenicurus_bicolor,Rhyacornis_bicolor,D16.1
Phoenicurus_leucocephalus,Chaimarrornis_leucocephalus,D16.1
Myrmecocichla_monticola,Oenanthe_monticola,D16.1
Oenanthe_albifrons,Myrmecocichla_albifrons,D16.1
Dicaeum_minullum,Dicaeum_concolor,D16.1
Dicaeum_virescens,Dicaeum_concolor,D16.1
Dicaeum_schistaceiceps,Dicaeum_erythrothorax,D16.1
Anthreptes_griseigularis,Anthreptes_malacensis,D16.1
Leptocoma_brasiliana,Nectarinia_sperata,D16.1
Cinnyris_usambaricus,Nectarinia_mediocris,D16.1
Cinnyris_fuelleborni,Nectarinia_fuelleborni,D16.1
Cinnyris_hofmanni,Nectarinia_shelleyi,D16.1
Cinnyris_abbotti,Nectarinia_sovimanga,D16.1
Aethopyga_guimarasensis,Aethopyga_flagrans,D16.1
Aethopyga_jefferyi,Aethopyga_pulcherrima,D16.1
Aethopyga_decorosa,Aethopyga_pulcherrima,D16.1
Aethopyga_magnifica,Aethopyga_siparaja,D16.1
Arachnothera_flammifera,Arachnothera_longirostra,D16.1
Arachnothera_dilutior,Arachnothera_longirostra,D16.1
Passer_italiae,Passer_domesticus,D16.1
Passer_zarudnyi,Passer_simplex,D16.1
Montifringilla_henrici,Montifringilla_nivalis,D16.1
Anthus_australis,Anthus_novaeseelandiae,D16.1
Sarkidiornis_sylvicola,Sarkidiornis_melanotos,D16.1
Leucocarbo_georgianus,Phalacrocorax_georgianus,D16.1
Leucocarbo_bransfieldensis,Phalacrocorax_bransfieldensis,D16.1
Leucocarbo_nivalis,Phalacrocorax_nivalis,D16.1
Leucocarbo_melanogenis,Phalacrocorax_melanogenis,D16.1
Leucocarbo_purpurascens,Phalacrocorax_purpurascens,D16.1
Eupodotis_rueppelii,Eupodotis_rueppellii,D16.1
Gallirallus_lafresnayanus,Extinct,D16.1
Gallinula_comeri,Gallinula_nesiotis,D16.1
Grus_carunculata,Grus_carunculatus,D16.1
Stercorarius_alle,Alle_alle,D16.1
Chrysococcyx_meyerii,Chrysococcyx_meyeri,D16.1
Glaucidium_cobanense,Glaucidium_gnoma,D16.1
Glaucidium_castanotum,Glaucidium_cuculoides,D16.1
Setopagis_parvula,Caprimulgus_parvulus,D16.1
Thectocercus_acuticaudatus,Aratinga_acuticaudata,D16.1
Accipiter_hiogaster,Accipiter_novaehollandiae,D15.1
Cinnyris_neergaardi,Nectarinia_neergardi,D15.1
Chen_canagica,Anser_canagica,D5.2
Malacorhynchus_membranaceus,Malacorhynchus_membranaceu,D5.2
Collocalia_hirundinacea,Aerodramus_hirundinacea,D5.2
Collocalia_terraereginae,Aerodramus_terraereginae,D5.2
Collocalia_salangana,Aerodramus_salanganus,D5.2
Chaetura_meridionalis,Chaetura_andrei,D5.2
Esacus_giganteus,Esacus_neglectus,D5.2
Buteo_polyosoma,Buteo_poecilochrous,D5.2
Hieraaetus_spilogaster,Hieraaetus_fasciatus,D5.2
Mesophoyx_intermedia,Ardea_intermedia,D5.2
Bostrychia_carunculata,Bostrychia carunculata,D5.2
Bostrychia_olivacea,Bostrychia olivacea,D5.2
Bostrychia_rara,Bostrychia rara,D5.2
Geronticus_eremita,Geronticus eremita,D5.2
Geronticus_calvus,Geronticus calvus,D5.2
Lophotibis_cristata,Lophotibis cristata,D5.2
Threskiornis_aethiopicus,Threskiornis aethiopicus,D5.2
Threskiornis_melanocephalus,Threskiornis melanocephalus,D5.2
Threskiornis_molucca,Threskiornis molucca,D5.2
Threskiornis_spinicollis,Threskiornis spinicollis,D5.2
Pseudibis_papillosa,Pseudibis papillosa,D5.2
Pseudibis_davisoni,Pseudibis davisoni,D5.2
Thaumatibis_gigantea,Pseudibis gigantea,D5.2
Nipponia_nippon,Nipponia nippon,D5.2
Platalea_leucorodia,Platalea leucorodia,D5.2
Platalea_regia,Platalea regia,D5.2
Platalea_alba,Platalea alba,D5.2
Platalea_minor,Platalea minor,D5.2
Platalea_flavipes,Platalea flavipes,D5.2
Platalea_ajaja,Ajaia ajaja,D5.2
Nesoenas_picturata,Streptopelia_picturata,D5.2
Stigmatopelia_senegalensis,Streptopelia_senegalensis,D5.2
Phaenicophaeus_pyrrhocephalus,Phaenicophaeus_pyrrhocephal,D5.2
Coccyzus_merlini,Saurothera_merlini,D5.2
Coccyzus_longirostris,Saurothera_longirostris,D5.2
Francolinus_levaillantoides,Scleroptila_levaillantoides,D5.2
Coturnix_chinensis,Coturnix_adansonii,D5.2
Hemitriccus_margaritaceiventer,Hemitriccus_margaritaceivente,D5.2
Neoxolmis_rufiventris,Xolmis_rufiventris,D5.2
Empidonomus_aurantioatrocristatus,Griseotyrannus_aurantioatrocri,D5.2
Conopias_albovittatus,Conopias_parva,D5.2
Scytalopus_spillmanni,Scytalopus_spillmani,D5.2
Scenopoeetes_dentirostris,Scenopooetes_dentirostris,D5.2
Monticola_sharpei,Pseudocossyphus_imerinus,D5.2
Myrmecocichla_cinnamomeiventris,Thamnolaea_cinnamomeiventri,D5.2
Myrmecocichla_semirufa,Thamnolaea_semirufa,D5.2
Campylorhynchus_brunneicapillus,Campylorhynchus_brunneicapil,D5.2
Parus_teneriffae,Parus_ultramarinus,D5.2
Baeolophus_ridgwayi,Parus_ridgwayi,D5.2
Oreolais_ruwenzorii,Apalis_pulchra,D5.2
Camaroptera_simplex,Calamonastes_simplex,D5.2
Camaroptera_undosa,Calamonastes_undosus,D5.2
Strophocincla_cachinnans,Garrulax_cachinnans,D5.2
Strophocincla_fairbanki,Garrulax_jerdoni,D5.2
Atlapetes_albinucha,Atlapetes_gutturalis,D5.2
Arremon_torquatus,Atlapetes_atricapillus,D5.2
Icterus_cayanensis,Icterus_chrysocephalus,D5.2
Xanthocephalus_xanthocephalus,Xanthocephalus_xanthocephalu,D5.2
Mesopicos_goertae,Dendropicos_goertae,D5.2
Veniliornis_lignarius,Picoides_lignarius,D5.2
Veniliornis_mixtus,Picoides_mixtus,D5.2
Picoides_fumigatus,Veniliornis_fumigatus,D5.2
Colaptes_rubiginosus,Piculus_rubiginosus,D5.2
Tyto_tenebricosa,Tyto_multipunctata,D5.2
Megascops_atricapilla,Otus_vermiculatus,D5.2
Bubo_scandiaca,Nyctea_scandiaca,D5.2
Glaucidium_brasilianum,Glaucidium_tucumanum,D5.2
Chlorestes_notata,Chlorestes_notatus,D5.2
Apalharpactes_reinwardtii,Harpactes_reinwardtii,D5.2
Mesopicos_elliotii,Dendropicos_elliotii,D6.2
Cacatua_roseicapilla,Eolophus_roseicapillus,D6.2
Psephotus_dissimilis,Psephotus_pulcherrimus,D6.2
Esacus_giganteus,Burhinus_giganteus,D6.2
Vanellus_malarbaricus,Vanellus_malabaricus,D6.2
Spizaetus_ornatus,Spizaetus_africanus,D6.2
Lugensa_brevirostris,Pterodroma_brevirostris,D6.2
Thalassarche_melanophrys,Diomedea_melanophris,D6.2
Hylophilus_decurtatus,Hylophilus_decurtatus_minor,D6.2
Zoothera_camaronensis,Zoothera_cameronensis,D6.2
Serinus_rothschildi,Serinus_reichenowi,D6.2
Serinus_alario,Serinus_leucolaema,D6.2
Nothoprocta_ornata,Nothoprocta_kalinowskii,D12.2
Pteroglossus_azara,Pteroglossus_mariae,D12.2
Colaptes_rivolii,Piculus_rivolii,D12.2
Meropogon_forsteni,Merops_forsteni,D12.2
Todiramphus_saurophaga,Todirhamphus_saurophaga,D12.2
Alcedo_cristata,Alcedo_thomensis,D12.2
Alcedo_leucogaster,Alcedo_nais,D12.2
Ceuthmochares_aereus,Ceuthmochares_australis,D12.2
Phaenicophaeus_cumingi,Dasylophus_cumingi,D12.2
Rhamphomantis_megarhynchus,Chrysococcyx_megarhynchus,D12.2
Cuculus_pallidus,Cacomantis_pallidus,D12.2
Caliechthrus_leucolophus,Cacomantis_leucolophus,D12.2
Surniculus_lugubris,Surniculus_dicruroides,D12.2
Surniculus_lugubris,Surniculus_musschenbroeki,D12.2
Cuculus_sparverioides,Hierococcyx_bocki,D12.2
Cuculus_sparverioides,Hierococcyx_sparverioides,D12.2
Cuculus_fugax,Hierococcyx_hyperythrus,D12.2
Cuculus_fugax,Hierococcyx_pectoralis,D12.2
Cuculus_fugax,Hierococcyx_fugax,D12.2
Cuculus_fugax,Hierococcyx_nisicolor,D12.2
Trichoglossus_haematodus,Trichoglossus_rubritorquis,D12.2
Platycercus_elegans,Platycercus_flaveolus,D12.2
Forpus_passerinus,Forpus_crassirostris,D12.2
Amazilia_fimbriata,Amazilia_distans,D12.2
Heliangelus_amethysticollis,Heliangelus_spencei,D12.2
Tauraco_porphyreolophus,Gallirex_porphyreolopha,D12.2
Tyto_novaehollandiae,Tyto_castanops,D12.2
Strix_albitarsis,Strix_albitarsus,D12.2
Eupodotis_rueppellii,Heterotetrax_rueppellii,D12.2
Nesoenas_picturata,Columba_picturata,D12.2
Ptilinopus_cinctus,Ptilinopus_alligator,D12.2
Ptilinopus_naina,Ptilinopus_nanus,D12.2
Sterna_aleutica,Onychoprion_aleutica,D12.2
Sterna_lunata,Onychoprion_lunata,D12.2
Sterna_fuscata,Onychoprion_fuscata,D12.2
Sterna_nilotica,Geochelidon_nilotica,D12.2
Spilornis_cheela,Spilornis_minimus,D12.2
Buteogallus_anthracinus,Buteogallus_subtilis,D12.2
Phalacrocorax_atriceps,Phalacrocorax_verrucosus,D12.2
Phalacrocorax_atriceps,Phalacrocorax_bransfieldensis,D12.2
Phalacrocorax_atriceps,Phalacrocorax_georgianus,D12.2
Oceanodroma_leucorhoa,Oceanodroma_macrodactyla,D12.2
Myrmotherula_ignota,Myrmotherula_obscura,D12.2
Amytornis_ballarae,Amytornis_kalkadoon,D12.2
Melithreptus_gularis,Melithreptus_laetior,D12.2
Vireo_gilvus,Vireo_swainsonii,D12.2
Coracina_maxima,Pteropodocys_maxima,D12.2
Campephaga_lobata,Lobotos_lobata,D12.2
Campephaga_oriolina,Lobotos_oriolina,D12.2
Laniarius_aethiopicus,Laniarius_liberatus,D12.2
Myiagra_oceanica,Myiagra_freycineti,D12.2
Corvus_tasmanicus,Corvus_boreus,D12.2
Parus_caeruleus,Cyanistes_caeruleus,D12.2
Parus_cyanus,Cyanistes_cyanus,D12.2
Parus_leucomelas,Parus_guineensis,D12.2
Parus_major,Parus_bokharensis,D12.2
Parus_rufonuchalis,Periparus_rufonuchalis,D12.2
Parus_rubidiventris,Periparus_rubidiventris,D12.2
Parus_ater,Periparus_melanolophus,D12.2
Parus_ater,Periparus_ater,D12.2
Parus_venustulus,Periparus_venustulus,D12.2
Parus_elegans,Periparus_elegans,D12.2
Parus_amabilis,Periparus_amabilis,D12.2
Parus_cristatus,Lophophanes_cristatus,D12.2
Parus_dichrous,Lophophanes_dichrous,D12.2
Parus_varius,Poecile_varius,D12.2
Parus_palustris,Poecile_palustris,D12.2
Parus_lugubris,Poecile_lugubris,D12.2
Parus_montanus,Poecile_montanus,D12.2
Parus_superciliosus,Poecile_superciliosus,D12.2
Anthoscopus_caroli,Anthoscopus_sylviella,D12.2
Calandrella_brachydactyla,Calandrella_blanfordi,D12.2
Calandrella_cinerea,Calandrella_erlangeri,D12.2
Ixos_amaurotis,Microscelis_amaurotis,D12.2
Prinia_bairdii,Prinia_melanops,D12.2
Camaroptera_simplex,Calamonastes_stierlingi,D12.2
Illadopsis_pyrrhoptera,Pseudoalcippe_pyrrhoptera,D12.2
Stachyris_plateni,Yuhina_plateni,D12.2
Stachyris_dennistouni,Yuhina_dennistouni,D12.2
Stachyris_nigrocapitata,Yuhina_nigrocapitata,D12.2
Stachyris_capitalis,Yuhina_capitalis,D12.2
Dasycrotapha_speciosa,Yuhina_speciosa,D12.2
Stachyris_whiteheadi,Yuhina_whiteheadi,D12.2
Stachyris_striata,Yuhina_striata,D12.2
Stachyris_latistriata,Yuhina_latistriata,D12.2
Stachyris_nigrorum,Yuhina_nigrorum,D12.2
Stachyris_hypogrammica,Yuhina_hypogrammica,D12.2
Stachyris_rufifrons,Stachyris_rodolphei,D12.2
Trichastoma_buettikoferi,Pellorneum_tickelli,D12.2
Neomixis_flavoviridis,Harterula_flavoviridis,D12.2
Bernieria_zosterops,Xanthomixis_zosterops,D12.2
Bernieria_apperti,Xanthomixis_apperti,D12.2
Bernieria_tenebrosa,Xanthomixis_tenebrosus,D12.2
Bernieria_cinereiceps,Xanthomixis_cinereiceps,D12.2
Phylloscopus_sindianus,Phylloscopus_lorenzii,D12.2
Sylvietta_leucophrys,Sylvietta_chapini,D12.2
Regulus_regulus,Regulus_teneriffae,D12.2
Muscicapa_lendu,Muscicapa_itombwensis,D12.2
Erithacus_akahige,Luscinia_akahige,D12.2
Erithacus_komadori,Luscinia_komadori,D12.2
Cossypha_polioptera,Sheppardia_polioptera,D12.2
Cinclidium_leucurum,Myiomela_leucurum,D12.2
Oenanthe_bifasciata,Campilicoides_bifasciata,D12.2
Oenanthe_lugentoides,Oenanthe_lugubris,D12.2
Oenanthe_bottae,Oenanthe_heuglini,D12.2
Monticola_sharpei,Monticola_bensoni,D12.2
Alethe_diademata,Alethe_castanea,D12.2
Zoothera_dauma,Zoothera_horsfieldi,D12.2
Hylocichla_mustelina,Hylocichla_mustelinus,D12.2
Stizorhina_fraseri,Stizorhina_finschii,D12.2
Nectarinia_afra,Nectarinia_prigoginei,D12.2
Macronyx_sharpei,Hemimacronyx_sharpei,D12.2
Anthus_chloris,Hemimacronyx_chloris,D12.2
Anthus_novaeseelandiae,Anthus_cinnamomeus,D12.2
Anthus_novaeseelandiae,Anthus_latistriatus,D12.2
Anthus_similis,Anthus_nyassae,D12.2
Spizella_breweri,Spizella_taverneri,D12.2
Arremon_torquatus,Atlapetes_torquatus,D12.2
Sporophila_palustris,Sporophila_zelichi,D12.2
Sporophila_telasco,Sporophila_insulata,D12.2
Clypicterus_oseryi,Ocyalus_oseryi,D12.2
Sturnella_magna,Sturnella_lilianae,D12.2
Agelaioides_badius,Agelaoides_badius,D12.2
Agelaioides_badius,Agelaioides_bolivianus,D12.2
Amblyramphus_holosericeus,Ambylramphus_holosericeus,D12.2
Phalacrocorax_pygmeus,Microcarbo_pygmaeus,D14.2
Aquila_fasciatus,Hieraaetus_fasciatus,D14.2
Aquila_africanus,Spizaetus_africanus,D14.2
