"synonyms","species"
"Vermivora_virginiae","Leiothlypis_virginiae"
"Vermivora_crissalis","Leiothlypis_crissalis"
"Vermivora_luciae","Leiothlypis_luciae"
"Parula_americana","Setophaga_americana"
"Parula_pitiayumi","Setophaga_pitiayumi"
"Dendroica_petechia","Setophaga_petechia"
"Dendroica_magnolia","Setophaga_magnolia"
"Dendroica_tigrina","Setophaga_tigrina"
"Dendroica_caerulescens","Setophaga_caerulescens"
"Dendroica_coronata","Setophaga_coronata"
"Dendroica_nigrescens","Setophaga_nigrescens"
"Dendroica_townsendi","Setophaga_townsendi"
"Dendroica_virens","Setophaga_virens"
"Dendroica_chrysoparia","Setophaga_chrysoparia"
"Dendroica_occidentalis","Setophaga_occidentalis"
"Dendroica_cerulea","Setophaga_cerulea"
"Dendroica_fusca","Setophaga_fusca"
"Dendroica_dominica","Setophaga_dominica"
"Dendroica_graciae","Setophaga_graciae"
"Dendroica_pensylvanica","Setophaga_pensylvanica"
"Dendroica_castanea","Setophaga_castanea"
"Dendroica_striata","Setophaga_striata"
"Dendroica_pinus","Setophaga_pinus"
"Dendroica_kirtlandii","Setophaga_kirtlandii"
"Dendroica_discolor","Setophaga_discolor"
"Dendroica_palmarum","Setophaga_palmarum"
"Dendroica_adelaidae","Setophaga_adelaidae"
"Dendroica_angelae","Setophaga_angelae"
"Seiurus_aurocapillus","Seiurus_aurocapilla"
"Seiurus_noveboracensis","Parkesia_noveboracensis"
"Seiurus_motacilla","Parkesia_motacilla"
"Oporornis_formosus","Geothlypis_formosa"
"Oporornis_philadelphia","Geothlypis_philadelphia"
"Oporornis_tolmiei","Geothlypis_tolmiei"
"Euthlypis_lachrymosa","Basileuterus_lachrymosus"
"Wilsonia_citrina","Setophaga_citrina"
"Wilsonia_pusilla","Cardellina_pusilla"
"Wilsonia_canadensis","Cardellina_canadensis"
"Setophaga_pictus","Myioborus_pictus"
"Cassidix_mexicanus","Quiscalus_mexicanus"
"Cassidix_major","Quiscalus_major"
"Tangavius_aeneus","Molothrus_aeneus"
"Pyrrhuloxia_sinuatus","Cardinalis_sinuatus"
"Guiraca_caerulea","Passerina_caerulea"
"Tiaris_canora","Tiaris_canorus"
"Tiaris_olivacea","Tiaris_olivaceus"
"Hesperiphona_vespertina","Coccothraustes_vespertinus"
"Erythrina_erythrina","Carpodacus_erythrinus"
"Acanthis_hornemanni","Carduelis_hornemanni"
"Acanthis_flammea","Carduelis_flammea"
"Spinus_pinus","Carduelis_pinus"
"Spinus_tristis","Carduelis_tristis"
"Spinus_psaltria","Carduelis_psaltria"
"Spinus_lawrencei","Carduelis_lawrencei"
"Chlorura_chlorura","Pipilo_chlorurus"
"Ammodramus_sandwichensis","Passerculus_sandwichensis"
"Ammospiza_leconteii","Ammodramus_leconteii"
"Ammospiza_caudacutus","Ammodramus_caudacutus"
"Ammospiza_maritima","Ammodramus_maritimus"
"Amphispiza_quinquestriata","Aimophila_quinquestriata"
"Himathione_sanguinea","Himatione_sanguinea"
"Psittirostra_osittacea","Psittirostra_psittacea"
"Telespyza_cantans","Telespiza_cantans"
"Telespyza_ultima","Telespiza_ultima"
"Lonchura_malabarica","Euodice_malabarica"
"Padda_oryzivora","Lonchura_oryzivora"
"Sturnus_cineraceus","Spodiopsar_cineraceus"
"Sturnus_philippensis","Agropsar_philippensis"
"Acridotheres_tristas","Acridotheres_tristis"
"Aplonas_atrifusca","Aplonis_atrifusca"
"Aplonas_corvina","Aplonis_corvina"
"Aplonas_opaca","Aplonis_opaca"
"Aplonas_pelzelni","Aplonis_pelzelni"
"Aplonas_tabuensis","Aplonis_tabuensis"
"Artamus_leucorhynchus","Artamus_leucoryn"
"Cyanocorax_morio","Psilorhinus_morio"
"Cissilopha_sanblasiana","Cyanocorax_sanblasianus"
"Corvus_monedula","Coloeus_monedula"
"Turdus_musicus","Turdus_iliacus"
"Phylloscopus_sibilatrix","Phylloscopus_sibillatrix"
"Rukia_oleaginea","Zosterops_oleagineus"
"Rukia_palauensis","Megazosterops_palauensis"
"Anas_oustaleti","Anas_platyrhynchos"
"Anas_oustaleti","Anas_superciliosa"
"Otus_gurneyi","Mimizuku_gurneyi"
"Ramphodon_dohrnii","Glaucis_dohrnii"
"Empidonax_euleri","Lathrotriccus_euleri"
"Hemignathus_wilsoni","Hemignathus_munroi"
"Loxops_mana","Oreomystis_mana"
"Oreomystis_maculata","Paroreomyza_maculata"
"Loxops_maculata","Paroreomyza_maculata"
"Oreomystis_flammea","Paroreomyza_flammea"
"Loxops_flammea","Paroreomyza_flammea"
"Psittirostra_cantans","Telespiza_cantans"
"Coracina_typicus","Coracina_typica"
"Corvus_newtoni","Coracina_newtoni"
"Phaeornis_myadestinus","Myadestes_myadestinus"
"Phaeornis_palmeri","Myadestes_palmeri"
"Rhea_pennata","Pterocnemia_pennata"
"Pipile_pipile","Aburria_pipile"
"Pipile_cumanensis","Aburria_cumanensis"
"Pipile_cujubi","Aburria_cujubi"
"Pipile_jacutinga","Aburria_jacutinga"
"Mitu_tomentosa","Mitu_tomentosum"
"Mitu_tuberosa","Mitu_tuberosum"
"Megapodius_affinis","Megapodius_reinwardt"
"Peliperdix_coqui","Francolinus_coqui"
"Peliperdix_albogularis","Francolinus_albogularis"
"Peliperdix_schlegelii","Francolinus_schlegelii"
"Peliperdix_lathami","Francolinus_lathami"
"Peliperdix_sephaena","Francolinus_sephaena"
"Scleroptila_streptophorus","Francolinus_streptophorus"
"Scleroptila_finschi","Francolinus_finschi"
"Scleroptila_levaillantii","Francolinus_levaillantii"
"Scleroptila_africanus","Francolinus_africanus"
"Scleroptila_psilolaemus","Francolinus_psilolaemus"
"Scleroptila_shelleyi","Francolinus_shelleyi"
"Scleroptila_levalliantoides","Francolinus_levalliantoides"
"Pternistis_nahani","Francolinus_nahani"
"Pternistis_hartlaubi","Francolinus_hartlaubi"
"Pternistis_bicalcaratus","Francolinus_bicalcaratus"
"Pternistis_icterorhynchus","Francolinus_icterorhynchus"
"Pternistis_clappertoni","Francolinus_clappertoni"
"Pternistis_harwoodi","Francolinus_harwoodi"
"Pternistis_adspersus","Francolinus_adspersus"
"Pternistis_capensis","Francolinus_capensis"
"Pternistis_natalensis","Francolinus_natalensis"
"Pternistis_hildebrandti","Francolinus_hildebrandti"
"Pternistis_squamatus","Francolinus_squamatus"
"Pternistis_ahantensis","Francolinus_ahantensis"
"Pternistis_griseostriatus","Francolinus_griseostriatus"
"Pternistis_leucoscepus","Francolinus_leucoscepus"
"Pternistis_rufopictus","Francolinus_rufopictus"
"Pternistis_afer","Francolinus_afer"
"Pternistis_swainsonii","Francolinus_swainsonii"
"Pternistis_jacksoni","Francolinus_jacksoni"
"Pternistis_nobilis","Francolinus_nobilis"
"Pternistis_camerunensis","Francolinus_camerunensis"
"Pternistis_swierstrai","Francolinus_swierstrai"
"Pternistis_castaneicollis","Francolinus_castaneicollis"
"Pternistis_erckelii","Francolinus_erckelii"
"Pternistis_ochropectus","Francolinus_ochropectus"
"Tetrao_tetrix","Lyrurus_tetrix"
"Tetrao_mlokosiewiczi","Lyrurus_mlokosiewiczi"
"Nomonyx_dominica","Nomonyx_dominicus"
"Cygnus_melanocorypha","Cygnus_melancoryphus"
"Cyanochen_cyanopterus","Cyanochen_cyanoptera"
"Alopochen_aegyptiacus","Alopochen_aegyptiaca"
"Hymenolaimus_malacorhynchus","Hymenolaimus_malacorhynchos"
"Anas_specularioides","Lophonetta_specularioides"
"Turnix_nana","Turnix_nanus"
"Aerodramus_inquieta","Aerodramus_inquietus"
"Dendrocopos_hyperythrus","Hypopicus_hyperythrus"
"Picus_mineaceus","Picus_miniaceus"
"Artamus_leucorynchus","Artamus_leucoryn"
"Asturina_nitida","Buteo_nitidus"
"Baeolophus_griseus","Baeolophus_ridgwayi"
"Megalaima_rubricapilla","Megalaima_rubricapillus"
"Chlidonias_hybridus","Chlidonias_hybrida"
"Colluricincla_tenebrosa","Pachycephala_tenebrosa"
"Trachyphonus_purpuratus","Trachylaemus_purpuratus"
"Halcyon_cinnamomina","Todiramphus_cinnamominus"
"Halcyon_sancta","Todiramphus_sanctus"
"Hemignathus_chloris","Hemignathus_flavus"
"Ixobrychus_flavicollis","Dupetor_flavicollis"
"Bucco_macrodactylus","Argicus_macrodactylus"
"Mesophoyx_intermedia","Egretta_intermedia"
"Muscicapa_dauurica","Muscicapa_latirostris"
"Parula_superciliosa","Oreothlypis_superciliosa"
"Bucco_tamatia","Nystactes_tamatia"
"Bucco_noanamae","Nystactes_noanamae"
"Phalaropus_fulicaria","Phalaropus_fulicarius"
"Tockus_albocristatus","Tropicranus_albocristatus"
"Buceros_vigil","Rhinoplax_vigil"
"Aceros_comatus","Berenicornis_comatus"
"Aceros_undulatus","Rhyticeros_undulatus"
"Aceros_narcondami","Rhyticeros_narcondami"
"Aceros_everetti","Rhyticeros_everetti"
"Aceros_subruficollis","Rhyticeros_subruficollis"
"Saxicola_torquata","Saxicola_torquatus"
"Vireo_atricapillus","Vireo_atricapilla"
"Aceros_plicatus","Rhyticeros_plicatus"
"Ceratogymna_bucinator","Bycanistes_bucinator"
"Ceratogymna_fistulator","Bycanistes_fistulator"
"Ceratogymna_brevis","Bycanistes_brevis"
"Ceratogymna_subcylindricus","Bycanistes_subcylindricus"
"Ceratogymna_cylindricus","Bycanistes_cylindricus"
"Coracias_abyssinica","Coracias_abyssinicus"
"Coracias_caudata","Coracias_caudatus"
"Coracias_spatulata","Coracias_spatulatus"
"Coracias_noevia","Coracias_naevius"
"Brachypteracias_squamigera","Geobiastes_squamiger"
"Alcedo_cyanopecta","Alcedo_cyanopectus"
"Ceyx_erithacus","Ceyx_erithaca"
"Ispidina_madagascariensis","Ceyx_madagascariensis"
"Ispidina_picta","Ceyx_pictus"
"Ispidina_lecontei","Ceyx_lecontei"
"Pelargopsis_amauropterus","Pelargopsis_amauroptera"
"Todirhamphus_nigrocyaneus","Todiramphus_nigrocyaneus"
"Todirhamphus_winchelli","Todiramphus_winchelli"
"Todirhamphus_diops","Todiramphus_diops"
"Todirhamphus_lazuli","Todiramphus_lazuli"
"Todirhamphus_macleayii","Todiramphus_macleayii"
"Todirhamphus_albonotatus","Todiramphus_albonotatus"
"Todirhamphus_leucopygius","Todiramphus_leucopygius"
"Todirhamphus_farquhari","Todiramphus_farquhari"
"Todirhamphus_pyrrhopygia","Todiramphus_pyrrhopygius"
"Todirhamphus_cinnamominus","Todiramphus_cinnamominus"
"Todirhamphus_funebris","Todiramphus_funebris"
"Todirhamphus_chloris","Todiramphus_chloris"
"Todirhamphus_enigma","Todiramphus_enigma"
"Todirhamphus_saurophaga","Todiramphus_saurophagus"
"Todirhamphus_australasia","Todiramphus_australasia"
"Todirhamphus_sanctus","Todiramphus_sanctus"
"Todirhamphus_veneratus","Todiramphus_veneratus"
"Todirhamphus_tuta","Todiramphus_tutus"
"Todirhamphus_godeffroyi","Todiramphus_godeffroyi"
"Todirhamphus_gambieri","Todiramphus_gambieri"
"Oxylophus_jacobinus","Clamator_jacobinus"
"Oxylophus_levaillantii","Clamator_levaillantii"
"Eudynamys_scolopacea","Eudynamys_scolopaceus"
"Eudynamys_taitensis","Urodynamis_taitensis"
"Phaenicophaeus_diardi","Rhopodytes_diardi"
"Phaenicophaeus_sumatranus","Rhopodytes_sumatranus"
"Phaenicophaeus_tristis","Rhopodytes_tristis"
"Phaenicophaeus_viridirostris","Rhopodytes_viridirostris"
"Phaenicophaeus_leschenaultii","Taccocua_leschenaultii"
"Phaenicophaeus_chlorophaeus","Rhinortha_chlorophaea"
"Phaenicophaeus_javanicus","Zanclostomus_javanicus"
"Phaenicophaeus_calyorhynchus","Zanclostomus_calyorhynchus"
"Phaenicophaeus_curvirostris","Zanclostomus_curvirostris"
"Phaenicophaeus_superciliosus","Dasylophus_superciliosus"
"Phaenicophaeus_cumingi","Lepidogrammus_cumingi"
"Centropus_chlororhynchus","Centropus_chlororhynchos"
"Lorius_albidinuchus","Lorius_albidinucha"
"Charmosyna_amabilis","Charmosyna_aureicincta"
"Eolophus_roseicapillus","Eolophus_roseicapilla"
"Cacatua_goffini","Cacatua_goffiniana"
"Strigops_habroptilus","Strigops_habroptila"
"Mascarinus_mascarinus","Mascarinus_mascarin"
"Platycercus_zonarius","Barnardius_zonarius"
"Psittacula_intermedia","Psittacula_himalayana"
"Psittacula_intermedia","Psittacula_cyanocephala"
"Aratinga_leucophthalmus","Aratinga_leucophthalma"
"Pyrrhura_rhodogaster","Pyrrhura_perlata"
"Cypseloides_rutilus","Streptoprocne_rutila"
"Cypseloides_phelpsi","Streptoprocne_phelpsi"
"Aerodramus_terraereginus","Aerodramus_terraereginae"
"Aerodramus_salanganus","Aerodramus_salangana"
"Chaetura_spinicauda","Chaetura_spinicaudus"
"Apus_aequatorialis","Tachymarptis_aequatorialis"
"Glaucis_aenea","Glaucis_aeneus"
"Glaucis_hirsuta","Glaucis_hirsutus"
"Phaethornis_gounellei","Anopetia_gounellei"
"Melanotrochilus_fuscus","Florisuga_fusca"
"Avocettula_recurvirostris","Anthracothorax_recurvirostris"
"Lophornis_brachylopha","Lophornis_brachylophus"
"Popelairia_popelairii","Discosura_popelairii"
"Popelairia_langsdorffi","Discosura_langsdorffi"
"Popelairia_letitiae","Discosura_letitiae"
"Popelairia_conversii","Discosura_conversii"
"Discosura_longicauda","Discosura_longicaudus"
"Chlorestes_notatus","Chlorostilbon_notatus"
"Chlorostilbon_stenura","Chlorostilbon_stenurus"
"Hylocharis_pyropygia","Hylocharis_cyanus"
"Sephanoides_sephaniodes","Sephanoides_sephanoides"
"Eriocnemis_vestitus","Eriocnemis_vestita"
"Aglaiocercus_kingi","Aglaiocercus_kingii"
"Augastes_lumachellus","Augastes_lumachella"
"Augastes_geoffroyi","Schistes_geoffroyi"
"Heliothryx_aurita","Heliothryx_auritus"
"Heliactin_cornuta","Heliactin_bilophus"
"Philodice_bryantae","Calliphlox_bryantae"
"Philodice_mitchellii","Calliphlox_mitchellii"
"Acestrura_mulsant","Chaetocercus_mulsanti"
"Acestrura_bombus","Chaetocercus_bombus"
"Acestrura_heliodor","Chaetocercus_heliodor"
"Acestrura_astreans","Chaetocercus_astreans"
"Acestrura_berlepschi","Chaetocercus_berlepschi"
"Musophaga_johnstoni","Ruwenzorornis_johnstoni"
"Musophaga_porphyreolopha","Tauraco_porphyreolophus"
"Otus_leucotis","Ptilopsis_leucotis"
"Otus_kennicottii","Megascops_kennicottii"
"Otus_choliba","Megascops_choliba"
"Otus_koepckeae","Megascops_koepckeae"
"Otus_roboratus","Megascops_roboratus"
"Otus_clarkii","Megascops_clarkii"
"Otus_barbarus","Megascops_barbarus"
"Otus_ingens","Megascops_ingens"
"Otus_marshalli","Megascops_marshalli"
"Otus_watsonii","Megascops_watsonii"
"Otus_atricapillus","Megascops_atricapilla"
"Otus_vermiculatus","Megascops_vermiculatus"
"Otus_sanctaecatarinae","Megascops_sanctaecatarinae"
"Otus_lawrencii","Gymnoglaux_lawrencii"
"Otus_podarginus","Pyrroglaux_podargina"
"Otus_albogularis","Megascops_albogularis"
"Ketupa_blakistoni","Bubo_blakistoni"
"Ciccaba_albitarsus","Strix_albitarsis"
"Ciccaba_woodfordii","Strix_woodfordii"
"Glaucidium_nanum","Glaucidium_nana"
"Athene_blewitti","Heteroglaux_blewitti"
"Aegotheles_crinifrons","Euaegotheles_crinifrons"
"Aegotheles_insignis","Euaegotheles_insignis"
"Siphonorhis_americanus","Siphonorhis_americana"
"Caprimulgus_binotatus","Veles_binotatus"
"Hydropsalis_brasiliana","Hydropsalis_torquata"
"Macropsalis_creagra","Macropsalis_forcipata"
"Columba_picturata","Streptopelia_picturata"
"Acanthogenys_rufogularis","Acanthagenys_rufogularis"
"Acanthornis_magnus","Acanthornis_magna"
"Acrocephalus_aedon","Iduna_aedon"
"Acrocephalus_rimatarae","Acrocephalus_rimitarae"
"Aethopyga_primigenius","Aethopyga_primigenia"
"Agelaius_cyanopus","Agelasticus_cyanopus"
"Agelaius_flavus","Xanthopsar_flavus"
"Agelaius_icterocephalus","Chrysomus_icterocephalus"
"Agelaius_ruficapillus","Chrysomus_ruficapillus"
"Agelaius_thilius","Agelasticus_thilius"
"Agelaius_xanthophthalmus","Agelasticus_xanthophthalmus"
"Agriornis_livida","Agriornis_lividus"
"Agriornis_microptera","Agriornis_micropterus"
"Agriornis_montana","Agriornis_montanus"
"Agriornis_murina","Agriornis_murinus"
"Ailuroedus_dentirostris","Scenopoeetes_dentirostris"
"Alcippe_chrysotis","Lioparus_chrysotis"
"Alcippe_cinereiceps","Fulvetta_cinereiceps"
"Alcippe_ludlowi","Fulvetta_ludlowi"
"Alcippe_ruficapilla","Fulvetta_ruficapilla"
"Alcippe_striaticollis","Fulvetta_striaticollis"
"Alcippe_vinipectus","Fulvetta_vinipectus"
"Alethe_choloensis","Pseudalethe_choloensis"
"Alethe_fuelleborni","Pseudalethe_fuelleborni"
"Alethe_poliocephala","Pseudalethe_poliocephala"
"Alethe_poliophrys","Pseudalethe_poliophrys"
"Alophoixus_affinis","Thapsinillas_affinis"
"Amaurornis_bicolor","Porzana_bicolor"
"Amblyornis_inornatus","Amblyornis_inornata"
"Ammodramus_aurifrons","Myospiza_aurifrons"
"Ammodramus_humeralis","Myospiza_humeralis"
"Ammomanes_cincturus","Ammomanes_cinctura"
"Ammomanes_grayi","Ammomanopsis_grayi"
"Ammomanes_phoenicurus","Ammomanes_phoenicura"
"Ampelion_rubrocristata","Ampelion_rubrocristatus"
"Andropadus_ansorgei","Eurillas_ansorgei"
"Andropadus_chlorigula","Arizelocichla_chlorigula"
"Andropadus_curvirostris","Eurillas_curvirostris"
"Andropadus_gracilirostris","Stelgidillas_gracilirostris"
"Andropadus_gracilis","Eurillas_gracilis"
"Andropadus_hallae","Eurillas_virens"
"Andropadus_kakamegae","Arizelocichla_kakamegae"
"Andropadus_latirostris","Eurillas_latirostris"
"Andropadus_masukuensis","Arizelocichla_masukuensis"
"Andropadus_milanjensis","Arizelocichla_milanjensis"
"Andropadus_montanus","Arizelocichla_montana"
"Andropadus_nigriceps","Arizelocichla_nigriceps"
"Andropadus_olivaceiceps","Arizelocichla_olivaceiceps"
"Andropadus_tephrolaemus","Arizelocichla_tephrolaema"
"Andropadus_virens","Eurillas_virens"
"Anthreptes_aurantium","Anthreptes_aurantius"
"Anthreptes_axillaris","Deleornis_axillaris"
"Anthreptes_collaris","Hedydipna_collaris"
"Anthreptes_fraseri","Deleornis_fraseri"
"Anthreptes_metallicus","Hedydipna_metallica"
"Anthreptes_pallidigaster","Hedydipna_pallidigaster"
"Anthreptes_platurus","Hedydipna_platura"
"Anthreptes_rhodolaema","Anthreptes_rhodolaemus"
"Anthreptes_singalensis","Chalcoparia_singalensis"
"Anthus_sharpei","Macronyx_sharpei"
"Anthus_sylvanus","Anthus_sylvanus"
"Apalis_pulchra","Oreolais_pulcher"
"Apalis_rufifrons","Urorhipis_rufifrons"
"Apalis_ruwenzorii","Oreolais_ruwenzorii"
"Aplonis_brunneicapilla","Aplonis_brunneicapillus"
"Arses_telescophthalmus","Arses_telescopthalmus"
"Automolus_dorsalis","Anabazenops_dorsalis"
"Basileuterus_bivittatus","Myiothlypis_bivittata"
"Basileuterus_chrysogaster","Myiothlypis_chrysogaster"
"Basileuterus_cinereicollis","Myiothlypis_cinereicollis"
"Basileuterus_conspicillatus","Myiothlypis_conspicillata"
"Basileuterus_coronatus","Myiothlypis_coronata"
"Basileuterus_flaveolus","Myiothlypis_flaveola"
"Basileuterus_fraseri","Myiothlypis_fraseri"
"Basileuterus_fulvicauda","Myiothlypis_fulvicauda"
"Basileuterus_griseiceps","Myiothlypis_griseiceps"
"Basileuterus_leucoblepharus","Myiothlypis_leucoblephara"
"Basileuterus_leucophrys","Myiothlypis_leucophrys"
"Basileuterus_luteoviridis","Myiothlypis_luteoviridis"
"Basileuterus_nigrocristatus","Myiothlypis_nigrocristata"
"Basileuterus_rivularis","Myiothlypis_rivularis"
"Basileuterus_signatus","Myiothlypis_signata"
"Basilornis_miranda","Basilornis_mirandus"
"Bebrornis_rodericanus","Acrocephalus_rodericanus"
"Bebrornis_sechellensis","Acrocephalus_sechellensis"
"Bias_flammulatus","Megabyas_flammulatus"
"Bleda_canicapilla","Bleda_canicapillus"
"Bleda_eximia","Bleda_eximius"
"Bleda_syndactyla","Bleda_syndactylus"
"Brachypteryx_leucophrys","Brachypteryx_leucophris"
"Brachypteryx_major","Myiomela_major"
"Brachypteryx_stellata","Heteroxenicus_stellatus"
"Bradypterus_accentor","Locustella_accentor"
"Bradypterus_castaneus","Locustella_castanea"
"Bradypterus_caudatus","Locustella_caudata"
"Bradypterus_luteoventris","Locustella_luteoventris"
"Bradypterus_major","Locustella_major"
"Bradypterus_palliseri","Elaphrornis_palliseri"
"Bradypterus_seebohmi","Locustella_seebohmi"
"Bradypterus_tacsanowskius","Locustella_tacsanowskia"
"Bradypterus_thoracicus","Locustella_thoracica"
"Bradypterus_victorini","Cryptillas_victorini"
"Buarremon_brunneinuchus","Buarremon_brunneinucha"
"Burgeranus_carunculatus","Bugeranus_carunculatus"
"Burhinus_giganteus","Esacus_magnirostris"
"Burhinus_recurvirostris","Esacus_recurvirostris"
"Callaeas_cinerea","Callaeas_cinereus"
"Calyptocichla_serina","Calyptocichla_serinus"
"Camarhynchus_crassirostris","Platyspiza_crassirostris"
"Campephaga_lobata","Lobotos_lobatus"
"Campephaga_oriolina","Lobotos_oriolinus"
"Campylorhamphus_pucherani","Campylorhamphus_pucheranii"
"Carpodacus_roborowskii","Kozlowia_roborowskii"
"Carpodacus_rodochrous","Carpodacus_rodochroa"
"Carpornis_cucullatus","Carpornis_cucullata"
"Carpornis_melanocephalus","Carpornis_melanocephala"
"Casiornis_fusca","Casiornis_fuscus"
"Casiornis_rufa","Casiornis_rufus"
"Catharacta_antarctica","Stercorarius_antarcticus"
"Catharacta_chilensis","Stercorarius_chilensis"
"Cercomela_dubia","Oenanthe_dubia"
"Cercomela_familiaris","Oenanthe_familiaris"
"Cercomela_fusca","Oenanthe_fusca"
"Cercomela_melanura","Oenanthe_melanura"
"Cercomela_schlegelii","Emarginata_schlegelii"
"Cercomela_scotocerca","Oenanthe_scotocerca"
"Cercomela_sinuata","Emarginata_sinuata"
"Cercomela_sordida","Pinarochroa_sordida"
"Cercomela_tractrac","Emarginata_tractrac"
"Cercotrichas_barbata","Erythropygia_barbata"
"Cercotrichas_coryphaeus","Erythropygia_coryphoeus"
"Cercotrichas_galactotes","Erythropygia_galactotes"
"Cercotrichas_hartlaubi","Erythropygia_hartlaubi"
"Cercotrichas_leucophrys","Erythropygia_leucophrys"
"Cercotrichas_leucosticta","Erythropygia_leucosticta"
"Cercotrichas_paena","Erythropygia_paena"
"Cercotrichas_quadrivirgata","Erythropygia_quadrivirgata"
"Cercotrichas_signata","Erythropygia_signata"
"Certhiaxis_cinnamomea","Certhiaxis_cinnamomeus"
"Certhiaxis_mustelina","Certhiaxis_mustelinus"
"Certhilauda_albescens","Calendulauda_albescens"
"Certhilauda_burra","Calendulauda_burra"
"Certhilauda_erythrochlamys","Calendulauda_erythrochlamys"
"Cettia_acanthizoides","Horornis_acanthizoides"
"Cettia_carolinae","Horornis_carolinae"
"Cettia_flavolivacea","Horornis_flavolivaceus"
"Cettia_fortipes","Horornis_fortipes"
"Cettia_pallidipes","Urosphena_pallidipes"
"Cettia_parens","Horornis_parens"
"Cettia_ruficapilla","Horornis_ruficapilla"
"Cettia_seebohmi","Horornis_seebohmi"
"Cettia_vulcania","Horornis_vulcanius"
